learning_rate,gradient_norm
0.001,0.956101687119437
0.002,1.1172880527411704
0.003,1.3027197003092281
0.004,0.6858253828874656
0.005,0.96663315204671
0.006,1.4494881239930806
0.007,0.7830932601555425
0.008,0.7608605127158918
0.009000000000000001,1.0698954527975293
0.010000000000000002,1.2645563956572607
0.011,1.0171567244732644
0.012,1.4154556836544208
0.013000000000000001,1.2775165530192605
0.014000000000000002,1.2775560754209967
0.015,1.1967789183689481
0.016,1.7355973717956603
0.017,0.9840040530602191
0.018000000000000002,0.454570114023062
0.019000000000000003,1.5492023059765905
0.02,0.9456302247216734
0.021,1.133630152755404
0.022000000000000002,1.516496363289897
0.023,0.6702429539177437
0.024,0.8087178307399576
0.025,0.7444302769114031
0.026000000000000002,1.0360740579648933
0.027000000000000003,1.4665335280193412
0.028,1.5653849105018263
0.029,1.5804723471437823
0.030000000000000002,1.1825919840460026
0.031,1.04567055367386
0.032,1.915616573721693
0.033,1.952530736715024
0.034,2.4676654103582774
0.035,2.8253593227889082
0.036000000000000004,2.999758569455825
0.037000000000000005,3.5993335844910983
0.038,3.934972207177958
0.039,4.615940428847781
0.04,4.947232845835155
0.041,5.933641031834823
0.042,7.01917893010297
0.043000000000000003,8.338711787649622
0.044000000000000004,9.280958391636412
0.045,11.047155748790546
0.046,12.494009187474505
0.047,14.411808418301321
0.048,16.750131656226603
0.049,18.11926657739399
0.05,20.676675295954986
0.051000000000000004,23.063644515143274
0.052000000000000005,25.299915164045526
0.053000000000000005,28.288220533577363
0.054,31.159213175540927
0.055,33.19735009137501
0.056,35.558061080963185
0.057,37.87969418051349
0.058,39.8245450146312
0.059000000000000004,41.08845304751126
0.060000000000000005,43.00699502356705
0.061,43.93508475250585
0.062,44.78863443174588
0.063,45.83415543835612
0.064,46.39720422153438
0.065,47.27663882671256
0.066,48.02638619863424
0.067,48.86978184693525
0.068,49.55794480951158
0.069,48.97057231046436
0.07,49.78799856163469
0.07100000000000001,49.59377327144622
0.07200000000000001,50.243098628434375
0.07300000000000001,50.22197242013003
0.074,49.84430650303203
0.075,50.78089900412533
0.076,50.410371228499386
0.077,50.5051873822737
0.078,50.40475933164057
0.079,50.57890135894667
0.08,50.94415513723668
0.081,50.79230588148366
0.082,50.974967442853014
0.083,51.00731053672616
0.084,51.313258442649726
0.085,50.829238157219244
0.08600000000000001,50.50131585330327
0.08700000000000001,51.27461416525156
0.08800000000000001,50.86325210667899
0.089,51.3038337654015
0.09,51.090003078600766
0.091,50.9401803826897
0.092,51.087865261690574
0.093,51.571574860232815
0.094,51.61185332020446
0.095,51.01161074529166
0.096,51.04052166009213
0.097,51.316702318440605
0.098,50.74125023047441
0.099,51.0957852506429
0.1,50.98885493813286
